batch_idx,label,pred,correct,sentence,logits_0,logits_1
21423,0,0,True,"I picked this DVD up for 3.99 at rogers video in order to get enough points to get a better movie for free. I never actually was planning on watching this but it started poking at my curiosity and i finally decided to pop in it the DVD player. The effects in this movie are horrible and cheap. Some of the dialog in this movie sounds like it was written by a swear happy 12 year old boy. The acting is really cheesy in some parts, and the ""action"" scenes are completely laughable. You'll burst out laughing at some parts which was a positive for me because it kept me mildly entertained. The plot is some girl has a curse on her which causes her to vomit snakes so some shaman has to get her to Los Angeles, there are also two girls trying to smuggle drugs there and a few other people that are unimportant to the plot, not that there really is a plot at all.Don't expect anything from this movie and don't listen to the cover, there are not 100 passengers and 3,000 vipers, there are 10 passengers and 20 random snakes.<br /><br />As for the DVD, there is a trailer which is almost as laughable as the film, a blooper reel which is just one shot over and over of one actor trying to say train, and the deleted scenes are really pointless, if they weren't good enough to stay in this movie they must be pretty bad. There is also a really bad making of featurette which doesn't really show much at all except that the people involved with this movie were kind of idiots. I can't recommend it unless you want a really bad movie that you can laugh at with friends. I give it 2 kitty cats out of 5.",1.0,2.4037826508654994e-32
3503,1,1,True,"I agree with Andy, this is a good movie. Kevin McKidd's character is believable throughout the film. We're forced to hate him and latterly sympathise with him. Paula Sage who plays Roberta puts in a good performance too. It's thought-provoking and emotive without any slush over-production. Credit to director Alison Peebles and writer Andrea Gibb for that. A very worthwhile viewing. The pace of the film is just right, raising just enough interest in the subject matter to reel you in, rather than bombard you with facts in a documentary style. Nice little soundtrack to go with the film too, again used sparingly, not to distract you from storyline. Recommended.",5.314490537682132e-22,1.0
6657,1,1,True,"I was reticent to see this flick before reading the external reviews and user comments posted here. Why? Firstly because Mick Malloy's humour can (in my humble opinion) be pretty crass and over the top, evidenced by his ill fated shemozzle of a television show some years back. And secondly because good Aussie comedy films are sadly as rare as the Tassie Tiger. <br /><br />Sensibly Mick has restrained his natural comedic exuberance in this surprisingly watchable movie. Who would have thought that a bowls club would provide the setting for one of the funniest Australian films in years. The cast is excellent with familiar local old timers all putting in believable performances. <br /><br />Interesting to see John Clarke playing the villain in this piece. It's a one dimensional part but JC still adds a touch of class, as always. Good to see Judith Lucy also getting a Guernsey or should I saw bowls uniform on the big screen. She's a real talent, pity a number of her retorts were expletives. Her own material is a lot wittier. Interesting character though. Bowls reporter on a local rag. How low on the journalist food chain can one get!!<br /><br />Crackerjack may not be the funniest film I've seen this year but it's certainly an enjoyable diversion, well worth a look. Lots of other people obviously agree with me as it's headed to be the biggest grossing Australian film this year. Good to see someone finally make a quirky, gentle comedy without trying to sledgehammer the laughs like so many Australian 'comedies' before it. <br /><br />Finally a bit of trivia. If you're wondering which Aussie Rules team Mick supports check out the flag on his workstation. Also look out for his old partner in crime, Tony Martin doing the announcing in the final bowls scene. <br /><br /> <br /><br />",1.7427017945034762e-12,1.0
19192,0,0,True,"This review contains spoilers. I didn't have any expectations about this movie. I pulled it off the video store rack with the movie, ""White Noise"".<br /><br />First, the credits for this stupid movie run about 5 minutes into it. The pacing from start to finish is slooooow. The main heroines don't like to wear a bra and the director appears to enjoy the jiggle effect as Anna Paquin descends the stairs. If you like movies for boobies, this one has a low level buzz factor.<br /><br />Second, it's nice that the movie rips off elements of Lovecraft and other horror genre mechanisms, but in better movies, there is at least some rational or consistently irrational behavior. This stinker tries to establish some sense of modernity and reality but then you have situations where no one calls the police even though they've uncovered a treasure trove of potentially incriminating forensic evidence, and otherworldly rituals are nicely spelled out in a comprehensive book on otherworldly rituals like on Buffy. I was waiting for Miles to show up and give some consultation on how to slay a certain demon type of so and so.<br /><br />The premise is that it is possible to open up an age of Darkness where creatures that crawl on the ceiling can cut your throat or turn the meat grinder effect on you. Ho hum. To do this you need to have a sacrificial circle and then have seven kids who must have their throat cuts by people who love them. This opens the world to the age of Darkness. At least that's what it says in complete detail in the book of ancient occult rituals. Which raises the annoying question of, uh, well, how did the ones who wrote the book know, and, if this is what happens, would you really leave this information in a book you can take out from the library, much less get it from a library in a world that is not covered already in Darkness, an age brought on by lunatics who could have performed this like much earlier using the ""Occult Practices to Bring the World to Darkness for Dummies, 2nd Edition""? It turns out the father in the story is the 7th child, the one that ran away from the ritual 40 years ago; he was released by his father, who is the doctor/grandfather in the movie, who wanted to try the ritual with presumably, other stupid parents, who just wanted to see if dumb sh*t like this opening the world to darkness actually works. The grandpa let the father go because he ""didn't really love him"". Aduh. Stupid stupid movie written by a moronic director who appears to think he's some kind of Eurofilm Auteur. There's also a scene in the movie where the kid appears with big welts on his face and the mother grabs him and has this total lack of reaction. The whole movie is like this. People seeing really weird sh*t going on and not reacting to it in any sort of normal way. Must be bad plot and direction.<br /><br />Anna Paquin does her best to play her character realistically without cracking a smirk, and she does look smashing in a halter top, but at several critical moments in the story, her character doesn't bother to call in for back up. You know, more of the same, ""I will walk into a likely demonic evil situation without any knowledge of defense or help from others carrying flashlights or firepower even though I sense impending doom."" And even dumber as it may seem, even if you bring on the age of Darkness, these creatures who make you bloody can't attack if you have a light source, but they appear as people you know, and tell you to turn off the light source. Reminds me of the video game ""Alone In The Dark""; maybe this movie is a rip off of that game's concept.<br /><br />The best actors in the film are the young kid and Anna. They both die at the end. The entire family dies. The Darkness creatures lead them to their death, but really, the stupidity of the characters in the family was the main cause of death. The other adults could be interchangeable with any other actors from the Red Shoes Diaries series of fine cinema.<br /><br />So to wrap up, the worst things about this movie are the stupidity of the characters in bumping around blindly in an obviously abnormal situation, the really crap plot (there is an old architect in the story who designs a house with a sacrificial altar hidden in it - the architect has suspected from the beginning there would be occult sacrifices in the house but doesn't tell anyone because, well, no real reason, they couldn't find the kids, but he didn't bother to tell authorities about the HIDDEN ROOMS which he designed into the house but he does like to hang around the house for a 40 year period because he worries about what is going on inside...derrrrh...duuuuh), the hackneyed use of scare mechanisms (more children standing around in the dark or only showing up in photographs, and blood on the wallpaper), and the egotism of the director which when you see him in the DVD features describing his crap work as a new and original rendition, makes you understand where the real horror of this movie lies.<br /><br />Is it entertaining? At 2x speed on a DVD player with the subtitles turned on, it can be entertaining, until your reach the end and realize the movie is crap, otherwise it draaaaaaaags on. The cinematic equivalent of a fatty shake; the empty calories are horrid.<br /><br />The movie gives the feeling the director must have seen ""The Ring"" and wanted to attempt to create something similar in mood, which in this respect, the film fails miserably, and so, also, in this respect, Jaume Balagueró, it is my opinion that you suck at what you do.",1.0,2.3267122617139958e-14
2518,1,1,True,"a hilariously funny movie! of course u gotta have a sense of humour to be able to appreciate it. the music is excellent, reminded me of 50-60's hindi music which is a rarity nowadays... worth the $$$! go check it out :)",2.5972566489328056e-31,1.0
13361,0,0,True,"I am not a big fan of the Spielberg/Cruise version of this film. And so I must throw in with the more humble Latt/Howel version. C Thomas Howel had more heart and more sympathy that Cruise in the lead role (at least in my opinion). Now this is hard to imagine until you strip away everything thing in the Spielberg version that cost more than a thousand dollars. There would be nothing left, no special effects, no sets, no Cruise. Because I doubt that anything cost more than a cool grand in the David Michael Latt version. So, comparing apples to turnips I guess I have to go with the turnips. At least it gives independent movies a shot at the epic science fiction disaster market.",0.9979721903800964,0.002027851529419422
21135,0,0,True,The only positive thing I can think of regarding this utter piece of garbage is that now I finally have a good answer ready if anyone ever asks me what the worst movie I ever saw was called.<br /><br />It would have taken such little effort to make it more watchable...a lot more effort and it could have been brilliant even. <br /><br />Why would anyone want to produce such waste? <br /><br />I refuse to believe that a director could be so ridiculously untalented. <br /><br />Making a completely intolerable movie must have been the point. <br /><br />Anything else just doesn't make sense.,1.0,1.9176635892905607e-23
21080,0,0,True,"Jon Stewart (aka John Liebowitz) constantly rips conservatism and anything Republican. This liberal comic is anything but, as he pours his cutting ""humor"" down the throats of impressionable youths. I've viewed the show while stuck in a waiting room while my car was repaired and this guy borders on treason. He'll take Al Queda's side over Bush any day. He's shameless and everything he says is punctuated by a phony laughtrack. I do remember four years ago when he ""interviewed"" John Kerry. The two made faces at each other that seemed to preclude a makeout session. It was like, ""Get a room, you guys"". I just don't like smirky little traitors who peddle their propaganda. Call me shallow. The Daily Show has had a long run and there are many likeminded liberals who have a seething hatred for Republicans and Conservatism. I'm not surprised at its success, but do that many people actually watch Comedy Central? That Mancia guy makes me barf.",1.0,2.4939802623796282e-14
6492,1,1,True,"This short, a formative cartoon featuring Pepe Le Pew, concerns a cat who thinks he'll solve all his problems by pretending to be a skunk. Trouble is, he attracts the most unwelcome attention of an honest and for truly skunk (our hero, Pepe, entering stage left) being decidedly more attentive, shall we say, than M. Cat would like. Every great plan has its drawbacks, but this one's a corker! I wonder if Jack Warner got a call from the Hays Office over the fact that Pepe and the object of his adoration were both male. After all, Betty Boop was in part responsible for the Production Code coming into existance. Subsequent ""conquests"" were clearly and most definitely female. Very good cartoon, but Pepe is a character who works better as the focal point, rather than supporting. Well worth watching. Recommended.",4.2819042755937176e-10,1.0
6891,1,1,True,"The Last Dinosaur is a film that is meant to be fun and exciting. It succeeds at doing both.<br /><br />Maston is a big game hunter who hunts big game(go figure). Owning a company he is planning on going on an expedition with a group of people including a photographer named frankie, a Japanese scientist, a guy who works for his company named Chuck, and an African guy who has aided him on many safari's named Bun Ta. The point is to study what is believed to be Tyrannosaurus Rex, dinosaur that killed the last expedition to the area. They will be getting to this prehistoric area taking a drilling vehicle that travels underwater called the Polar Borer. After getting to the area they soon find the Tyrannosaurus, which Maston tries to shoot but his gun gets jammed. Chuck immediately senses that Maston wanted to hunt the dinosaur all along to add it to his collection of ""Stuffed Animals"". WHile they were away, Tyrannosaurus invades their camp and takes the Polar Borer away from their camp. Upon returning the group realizes that they may be in the area longer than they expected and Maston states that he will kill the Tyrannosaurus.<br /><br />THe story is great for a science fiction film. Drilling to a prehistoric area is something that seems could really happen. The scenery is beautiful and it looks like a place where dinosaurs could still reside.<br /><br />Also I liked the characters in this film. Maston is the typical big time hunter who wants to get anything that could be a trophy kill. Also great was Bun Ta, played by Luther Rackley formerly of the NBA, who really looks and acts like an African tracker. Jackie is the typical female who causes problems for the group and seems to not belong in the wilderness. Chuck is the former employee of Maston who has his view of his boss change when he is in the wild with him.<br /><br />The Tyrannosaurus in this film is one of the best in a film. It stands a little too up-right like Godzilla does and it drags its tail, so it is a guy in a suit. But the suit looks good, especially the head and the tail, and the Tyrannosaurus looks good and very scary. I have seen plenty of other films where dinosaur suits look way worse. Tyrannosaurus in this film sometimes emits a roar sounding like Godzilla's and other times roars like King Kong from ""King Kong Escapes"" and ""King Kong vs Godzilla"". SO a great Tyrannosaurus.<br /><br />There is plenty of action in The Last Dinosaur. Of particular note is a great fight between Tyrannosaurus and Triceratops. Also a great scene where Bun Ta tries to spear the Tyrannosaurus. There are other great parts that I wont give away. You have to see for yourself.<br /><br />I recommend this film to everyone. Watch it and you will not be disappointed.",3.235769270304445e-07,0.9999996423721313
7752,1,1,True,"I really really liked this one. I know, it's rampant with what are now cliché plot lines, and plenty of overacting, but it was hell of a lot of fun.<br /><br />In our quest for 70's and 80's horror cheese, we come across many flicks that are so bad they're good. We also have some that are so 'good' they suck, and then, we have some that are so bad they are just bad. This is definitely so bad it's good.<br /><br />Some teens traveling come across an 'oasis' in the middle of nowhere, a forgotten slice of roadside America, and they decide to 'check it out.' They cross every line of inappropriate until it is absurd and they pay for it. They pay dearly.<br /><br />I would not normally give a movie like this a 9, but the girls in this one are the type that we miss from the 1970's: ditzy, scantily-clad and FIT. These aren't the anorexic broads from today's horrible horror; they look awesome in booty shorts.<br /><br />I give it a 9 out of 10, kids.",4.472860012829373e-22,1.0
8614,1,1,True,"<br /><br />When this film was released I dismissed as being lightweight pop nonsense. That was a mistake. <br /><br />After repeated viewings and seeing a documentary of the making of DIRTY DANCING, discovering the depth of this film certainly increases its appeal.<br /><br />DIRTY DANCING is a film about change. The evolving nature of relationships within the family, the changes in one's view of the world during their coming of age, etc. The story takes place during August of 1963, the final weeks of the last summer of innocence for the American people. The many personal changes experienced by the characters reflect the many changes in American society that would be marked by the Kennedy assassinations and Vietnam.<br /><br />Female movie go'ers adored this film and repeated trips to the movie houses made it the world's most successful dance movie. As a male I find the romantic pairing of ultimate stud Patrick Swayze with very plain Jennifer Grey very hard to accept. This would be fatal for most romantic dramas, and it also may have create the intense dislike expressed by most male reviewers.<br /><br />The film's soundtrack found #1 status before the release of the movie. To this day it is nearly impossible to attend a wedding reception without hearing a DIRTY DANCING song.<br /><br />Near the midpoint of the film Baby's mother wakes up and asks Baby's father, ""Is anything wrong?""<br /><br />Baby's father, the anti-change family member, attempts to keep all that is happening a secret. He tells his wife to go back to sleep. However, resist as one can, change is unstopable. DIRTY DANCING is the story of one person waking up just at the final moments of our country's last sleep in innocence.",2.6789120965986513e-06,0.9999973773956299
6649,1,1,True,"""Boy Next Door"" is a hilarious romp through male neurosis. In just over fifteen minutes, the film takes us on a journey that most full-length features can't even match. Great performances, excellent camera work and editing---this short is a classic from start to finish. Kudos to Travis Davis for pulling double duty as both director and star. He's the funniest nebbish since Woody Allen. And what a treat to see Richard Moll back again. If you thought all he could do was play ""Bull"" the bailiff on ""Night Court"", think again. This gem of a film showcases the brilliantly funny writing of Stephen Garvey. Remember that name. Forget Charlie Kaufman, Steve Garvey is the true current king of quirky comedy.",4.93810941449815e-27,1.0
2227,1,1,True,"I didn't see this movie until it appeared on television because I was doubtful about comic flicks. Ever since the ""Batman"" series, ""Spawn,"" ""Judge Dredd,"" and many other pitiful p.g.-13 bombs, I dodged everything at all cost. I would question in my mind, ""why can't someone make a movie that is rated R and stays true to the story, how difficult is that?"" And finally my prayers have been answered with Blade. This movie pops right out of the pages onto the screen with sheer violence, blood, martial arts, weapons, fire, the good against evil, etc. Yeah sure a lot of action flicks contain all these goodies, and most of them have bombed. But not Blade, the movie was filmed just right, not going overboard, delivering a good length and never a dull moment. Blade II is cool, but not as cool as the first. Blade is indeed one of the best real comic flicks I've seen in a long time.",1.1751080810341633e-18,1.0
12060,1,1,True,"Adult version of the classic Lewis Carroll tale is much better than you might expect. Here Alice is a virginal librarian who falls down the rabbit hole and learns to love sex and her own self image. Made at the time when adult films were creative endeavors with plots instead of just a series of sex scenes, this is a good looking little movie more akin to the low budget films of its day. Despite what you may think this film actually has a good script with funny jokes and good songs. Its an naughty little tale for adults. If you're wondering whether or not my recommendation is a good one or not consider that the film was pretty much only available in its non-hardcore version for the better part of the last three decades simply because the film stands up with out the sex, which is how I first saw the film years ago on cable TV. The relatively recent home video release on DVD put back the sex (in horribly grainy inserted clips) which makes it clear the removal of the shots was the best choice all around. If you're an open minded adult with a taste for something spicy I can heartily recommend this little film as a nice diversion.",4.223204631056271e-14,1.0
19122,0,0,True,"This film is little more than an ersatz Verhoeven. The filming is supposed to be tele-realistic, but is simply sickening. The parody disappears after about 15 minutes to be replaced by a story which seems to take itself seriously. The Brechtian pauses for non-existent advert brakes are tedious, and even painful; undoubtedly there was no actual intention to render this film Brechtian, it was just an accident which happened like that. If you want to see a parody of reality tv, watch Celebrity DeathMatch - it's funnier and wittier, and most importantly shorter. I have rarely felt so much pain whilst watching a film. To be avoided like a rabid rabbit.",1.0,1.351044670812507e-27
9622,1,0,False,"Right this may be the wine talking but this could be the best movie I've seen in a very long time. Granted I spent much of the first half an hour wondering what the hell was going on but once I had accepted that I would never understand everything from the subtitles I was able to enjoy the film.<br /><br />Can you really hate a film where a staff turns into a flock of birds that defecate over the enemy? What does character development matter when faced with a lesbian alien princess whose people built the pyramids? Why does Buddha wear seriously blinging diamond earrings? Does any of this matter when faced with the sheer sumptuousness of the visuals and the sly humour of the characters. Any battle for my heart was won once I saw the main protagonist dressed as spider-man - awesome! Many people will complain about a lack of story cohesion but for a fun movie to laugh about with a bunch of mates you can't do better, especially if you do an alcoholic shot every time someone says ""I will love you 10,000 years"".",0.9999923706054688,7.66960238252068e-06
12279,1,1,True,"Honestly, at first, I watched this movie because of the gratuitous sex scenes I heard it possesses but by actually watching the film, it just made me realize that there are still good and sensible movies out there. Truly, it is one of the most well-crafted and touching movies I've ever watched. I'm a teenage bisexual and the film spoke to me about my predicaments - sex, religion, love, acceptance, etc. It gave me an idea on how to deal with these issues with the help of my self and others around me who love me for who I am. Cox really handled the movie well by sprinkling dozes of heart-warming lines and a bit of sexuality in it. It made the movie more interesting. Some people compare it to Brokeback Mountain but I don't agree myself. Brokeback Mountain has more drama while Latter Days is well-balanced.",4.798144125872888e-16,1.0
16447,0,0,True,"An art student in Rome is possessed...or something. She has dreams of being nailed to a cross and Satan himself raping her. He possesses her (I think) and turns her into a sex addict. That's about all I could take and I turned it off.<br /><br />A pointless ""Exorcist"" rip off. I caught this on cable back in the 80s and was horrified...and not in a good way! This movie is supposed to be a horror film but turns into nothing more than a sex film disguised as a horror movie. There's tons of pointless female nudity and the actress playing the lead has to degrade herself more than once. We see her being raped by Satan (a hot-looking guy), masturbating, coming on to her own father...Gotta give her points for bravery. Add to that bad dubbing, editing (the rape scene looks like it was cut a bit), lousy acting and a story that makes next to no sense. The one disturbing sequence (her being nailed to the cross) ALMOST works but the lousy ""special"" effects ruin it. This is one of the few horror film that was so bad I stopped watching. Skip it.",1.0,4.820971633140036e-37
423,1,1,True,"This hugely entertaining short is considered one of the best shorts ever, and I certainly won't argue with that. Even in a country where top-notch animated shorts are created with regularity, this film still manages to stand out. If you ever get the chance to view this film, please do so. It's only ten minutes long, and yet it contains a man who is obsessed with saws, a woman who vacuums the bathtub, and a nuclear war. What more could you want in a film?",2.5627421192109257e-12,1.0
